project,dataset,tableName,connection,tableType,lastModifiedBy,last ModifiedOn,data type
HPA,cqc_aviva_id_mapping,cqc_aviva_id_mapping,bss_ukhflosc_postgres,PostgreSQL,a200261,03/07/2023,output storage
HPA,vw_acpm_thi_ntwrk,vw_acpm_thi_ntwrk,fdp_datalake_hive,JDBC,a200261,04/07/2023,input data
HPA,vw_acpm_thi08000_latest,vw_acpm_thi08000_latest,fdp_datalake_hive,JDBC,a200261,05/07/2023,input data
HPA,acc_details,,floss_s3,S3,a200261,05/07/2023,intermediate storage
HPA,all_bills_det,,floss_s3,S3,a200261,13/11/2023,intermediate storage
HPA,check_final_data,,floss_s3,S3,a200261,16/01/2024,intermediate storage
HPA,congrouper_dss,,floss_s3,UploadedFiles,a200261,14/06/2023,intermediate storage
HPA,digital_gp,,floss_s3,S3,a200261,21/11/2023,intermediate storage
HPA,full_cqc_output_2023,,floss_s3,S3,a200261,03/07/2023,intermediate storage
HPA,full_cqc_output_2023_processed,,floss_s3,S3,a200261,03/07/2023,intermediate storage
HPA,full_cqc_tu_output_2023,,floss_s3,S3,a200261,09/11/2023,intermediate storage
HPA,full_gmc_output_2023,,floss_s3,S3,a200261,03/07/2023,intermediate storage
HPA,hip_and_knee_ntw_hpa,,floss_s3,S3,a200261,15/11/2023,intermediate storage
HPA,hk_ntwk_flg,,floss_s3,S3,a200261,16/11/2023,intermediate storage
HPA,hospital_rebates,,floss_s3,UploadedFiles,a200261,06/06/2023,intermediate storage
HPA,hpa_main,,floss_s3,S3,a200261,16/01/2024,intermediate storage
HPA,hpa_schema,,floss_s3,UploadedFiles,a200261,17/11/2023,intermediate storage
HPA,master_anon_list,,floss_s3,S3,a200261,30/06/2023,intermediate storage
HPA,member_details,,floss_s3,S3,a200261,15/01/2024,intermediate storage
HPA,mri_ct_inclusion_list,,floss_s3,S3,a200261,30/06/2023,intermediate storage
HPA,network_diag_mapping,,floss_s3,UploadedFiles,a200261,14/06/2023,intermediate storage
HPA,pmi_claims_5yrs,,floss_s3,S3,a200261,19/01/2024,intermediate storage
HPA,pmi_claims_dt,,floss_s3,S3,a200261,15/11/2023,intermediate storage
HPA,pmi_claims_vfile,,floss_s3,S3,a200261,17/11/2023,intermediate storage
HPA,pmi_org_trt_det,,floss_s3,S3,a200261,16/11/2023,intermediate storage
HPA,practitioner_speciality,,floss_s3,S3,a200261,31/05/2023,intermediate storage
HPA,refer_type,,floss_s3,S3,a200261,21/11/2023,intermediate storage
HPA,trt_codes,,floss_s3,S3,a200261,21/11/2023,intermediate storage
HPA,20200604_mri_ct_network_input_data,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_drugs,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_fs_cm_discounts,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_primary_secondary_procedures,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_prosethesis,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_sky_cm_discounts,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,bmi_trust_care_cm_discounts,,,UploadedFiles,a200261,06/06/2023,#N/A
HPA,CCSD_fee_schedule_090315,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,hca_rebates,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,hospital_discount,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,hospital_list_discount,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,hvdrugs_markup,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,nuffield_drugs,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,prosthesis_markup,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,ramsay_rebate,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,scheme_discount,,,UploadedFiles,a200261,24/05/2023,#N/A
HPA,spire_rebates,,,UploadedFiles,a200261,08/11/2023,#N/A
HPANETWORKREFERRALSREPORT,network_details_v,network_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,20/06/2023,input data
HPANETWORKREFERRALSREPORT,network_reasons_v,network_reasons_v,agi_health_flosc_postgresql,PostgreSQL,a163101,20/06/2023,input data
HPANETWORKREFERRALSREPORT,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a163101,08/01/2024,input data
HPANETWORKREFERRALSREPORT,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a163101,08/01/2024,input data
HPANETWORKREFERRALSREPORT,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,26/09/2023,input data
HPANETWORKREFERRALSREPORT,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,26/09/2023,input data
HPANETWORKREFERRALSREPORT,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,26/09/2023,input data
HPANETWORKREFERRALSREPORT,vw_acpm_thi_assessment_latest,claim_assessments_v,agi_health_flosc_postgresql,PostgreSQL,a163101,08/01/2024,input data
HPANETWORKREFERRALSREPORT,vw_acpm_thi_ntwrk,vw_acpm_thi_ntwrk,fdp_datalake_hive,JDBC,a163101,16/05/2023,input data
HPANETWORKREFERRALSREPORT,vw_acpm_thi_ntwrk,vw_acpm_thi_ntwrk,fdp_datalake_hive,JDBC,a163101,16/05/2023,input data
HPANETWORKREFERRALSREPORT,vw_acpm_thi_ntwrk_mem,vw_acpm_thi_ntwrk_mem,fdp_datalake_hive,JDBC,a163101,16/05/2023,input data
HPANETWORKREFERRALSREPORT,Cataract,,filesystem_managed,Filesystem,a163101,27/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,Cataract,,filesystem_managed,Filesystem,a163101,27/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,Hip_and_Knee,,filesystem_managed,Filesystem,a163101,27/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,Hip_and_Knee,,filesystem_managed,Filesystem,a163101,27/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,networks_combined,,filesystem_managed,Filesystem,a163101,08/01/2024,intermediate storage
HPANETWORKREFERRALSREPORT,pmi_claims_directive_v_prepared,,filesystem_managed,Filesystem,a163101,26/09/2023,intermediate storage
HPANETWORKREFERRALSREPORT,pmi_claims_directive_v_prepared,,filesystem_managed,Filesystem,a163101,26/09/2023,intermediate storage
HPANETWORKREFERRALSREPORT,pmi_claims_v_prepared,,filesystem_managed,Filesystem,a163101,26/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,Spine,,filesystem_managed,Filesystem,a163101,27/06/2023,intermediate storage
HPANETWORKREFERRALSREPORT,Network_Diag_Mapping,,,UploadedFiles,a163101,21/09/2023,#N/A
HPANETWORKREFERRALSREPORT,Network_Diag_Mapping,,,UploadedFiles,a163101,21/09/2023,#N/A
INFLATIONSPCODESREWORK,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a182377,07/12/2023,input data
INFLATIONSPCODESREWORK,vw_acpm_thi_practitioner,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,02/03/2023,input data
INFLATIONSPCODESREWORK,vw_acpm_thi_treatment,vw_acpm_thi_treatment,fdp_datalake_hive,JDBC,a182377,25/09/2023,input data
INFLATIONSPCODESREWORK,count_of_distinct_codes,,filesystem_managed,Filesystem,a182377,10/03/2023,intermediate storage
INFLATIONSPCODESREWORK,datacode_filtered,,filesystem_managed,Filesystem,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,datacode_filtered_2,,filesystem_managed,Filesystem,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,datacode_filtered_3,,filesystem_managed,Filesystem,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,datacode_filtered_4,,filesystem_managed,Filesystem,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,datacode_filtered_4,,filesystem_managed,Filesystem,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,distinct_codes_v2,,filesystem_managed,Filesystem,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,first_data_grab,,filesystem_managed,Filesystem,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,pmi_claims_v_filtered,,filesystem_managed,Filesystem,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,test_aj,,filesystem_managed,Filesystem,a182377,08/03/2023,intermediate storage
INFLATIONSPCODESREWORK,total_incidents,,filesystem_managed,Filesystem,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,bgtc_test,,floss_s3,S3,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,popular_codes_01,,floss_s3,S3,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,popular_codes_01_joined,,floss_s3,S3,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,popular_codes_01_joined,,floss_s3,S3,a182377,01/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_out_3_joined,,floss_s3,S3,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_1_joined,,floss_s3,S3,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_1_joined,,floss_s3,S3,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_2_joined,,floss_s3,S3,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_2_v2_joined,,floss_s3,S3,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_2_v2_joined,,floss_s3,S3,a182377,11/12/2023,intermediate storage
INFLATIONSPCODESREWORK,sas_output_4_joined,,floss_s3,S3,a182377,07/12/2023,intermediate storage
INFLATIONSPCODESREWORK,popular_codes_sas_inflation_spc_codes,,,UploadedFiles,a182377,01/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_out_3,,,UploadedFiles,a182377,07/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_1,,,UploadedFiles,a182377,07/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_1_v2,,,UploadedFiles,a182377,11/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_2,,,UploadedFiles,a182377,07/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_2,,,UploadedFiles,a182377,07/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_2_v2,,,UploadedFiles,a182377,11/12/2023,#N/A
INFLATIONSPCODESREWORK,sas_output_4,,,UploadedFiles,a182377,07/12/2023,#N/A
KJD_INFLATION,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a205218,07/09/2023,input data
KJD_INFLATION,pmi_claims_v_1,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a205218,05/10/2023,input data
KJD_INFLATION,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a205218,07/11/2023,input data
KJD_INFLATION,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a205218,10/10/2023,input data
KJD_INFLATION,vw_acpm_thi_visit_latest_1,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a205218,10/10/2023,input data
KJD_INFLATION,vw_ukhe_ref_raw_treatment_model,vw_ukhe_ref_raw_treatment_model,fdp_datalake_hive,JDBC,a205218,07/11/2023,input data
KJD_INFLATION,Drugs_Level_1_Qtr_Pivot,,filesystem_managed,Filesystem,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_6_Qtr_Pivot,,filesystem_managed,Filesystem,a205218,04/03/2024,intermediate storage
KJD_INFLATION,1_Consult_followup,,floss_s3,S3,a205218,15/03/2024,intermediate storage
KJD_INFLATION,AccomodationYearlyCount,,floss_s3,S3,a205218,19/09/2023,intermediate storage
KJD_INFLATION,All_Level_1_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,All_Level_2_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,All_Level_3_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,All_Level_4_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,All_Level_5_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,arimaTest,,floss_s3,S3,a205218,13/09/2023,intermediate storage
KJD_INFLATION,Base_pmiClaims,,floss_s3,S3,a205218,19/09/2023,intermediate storage
KJD_INFLATION,Base_Pstages,,floss_s3,S3,a205218,23/11/2023,intermediate storage
KJD_INFLATION,CCSD_Level_1_base_Qtr_Level1Split,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,CCSD_Level_2_base_Qtr_Level1Split,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,CCSD_Level_3_base_Qtr_Level1Split,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,CCSD_Level_4_base_Qtr_Level1Split,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,CCSD_Level_5_base_Qtr_Level1Split,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,Check_1,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,check_2,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,check2,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,check4,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,check4_filtered,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,FirstClaim,,floss_s3,S3,a205218,21/11/2023,intermediate storage
KJD_INFLATION,groups_avgspend,,floss_s3,S3,a205218,10/10/2023,intermediate storage
KJD_INFLATION,groups_count_avg,,floss_s3,S3,a205218,10/10/2023,intermediate storage
KJD_INFLATION,groupsCount,,floss_s3,S3,a205218,06/10/2023,intermediate storage
KJD_INFLATION,Inflation_Base,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,inflation_Levels,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,inflation_Levels_by_qtr,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,inflation_Levels_filtered,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,inflation_Levels_filtered2,,floss_s3,S3,a205218,06/03/2024,intermediate storage
KJD_INFLATION,Inflation_levels_NoDrugs2,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Inflation_levels_NoDrugs2_by_qtr,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Inflation_levels_NoDrugs2_filtered,,floss_s3,S3,a205218,06/03/2024,intermediate storage
KJD_INFLATION,InflationBaseCappedOutlier,,floss_s3,S3,a205218,31/01/2024,intermediate storage
KJD_INFLATION,Level_1,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_1_2,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_1_blank,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_1_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_1_Qtr_Consult_pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_1_Qtr_Pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_2,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_2_2,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_2_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_2_mix,,floss_s3,S3,a205218,22/02/2024,intermediate storage
KJD_INFLATION,Level_2_Qtr_Consult_pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_2_Qtr_Pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_2_Qtr_Plot,,floss_s3,S3,a205218,23/02/2024,intermediate storage
KJD_INFLATION,Level_3,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_3_2,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_3_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_3_mix,,floss_s3,S3,a205218,22/02/2024,intermediate storage
KJD_INFLATION,Level_3_Qtr_Consult_pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_3_Qtr_Pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_4,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_4_2,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_4_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_4_mix,,floss_s3,S3,a205218,22/02/2024,intermediate storage
KJD_INFLATION,Level_4_Qtr_Consult_pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_4_Qtr_Pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_5,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,Level_5_2,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_5_L1,,floss_s3,S3,a205218,05/03/2024,intermediate storage
KJD_INFLATION,Level_5_mix,,floss_s3,S3,a205218,22/02/2024,intermediate storage
KJD_INFLATION,Level_5_Qtr_Consult_pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_5_Qtr_Pivot,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,Level_6_mix,,floss_s3,S3,a205218,26/02/2024,intermediate storage
KJD_INFLATION,OncologyNewClaim,,floss_s3,S3,a205218,09/10/2023,intermediate storage
KJD_INFLATION,OncologyPlot,,floss_s3,S3,a205218,15/02/2024,intermediate storage
KJD_INFLATION,outputs,,floss_s3,S3,a205218,19/02/2024,intermediate storage
KJD_INFLATION,PC_Level_1_Qtr_pivot,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,PC_Level_2_Qtr_pivot,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,PC_Level_3_Qtr_pivot,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,PC_Level_4_Qtr_pivot,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,PC_Level_5_Qtr_pivot,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,plotOncology,,floss_s3,S3,a205218,15/02/2024,intermediate storage
KJD_INFLATION,pmi_claims_v_filtered2,,floss_s3,S3,a205218,06/10/2023,intermediate storage
KJD_INFLATION,pmi_claims_v_joined,,floss_s3,S3,a205218,19/09/2023,intermediate storage
KJD_INFLATION,pmi_claims_v_prepared,,floss_s3,S3,a205218,26/10/2023,intermediate storage
KJD_INFLATION,Pstages1,,floss_s3,S3,a205218,23/11/2023,intermediate storage
KJD_INFLATION,Qtr_blank,,floss_s3,S3,a205218,20/02/2024,intermediate storage
KJD_INFLATION,SAStest1_joined,,floss_s3,S3,a205218,04/03/2024,intermediate storage
KJD_INFLATION,test,,floss_s3,S3,a205218,16/02/2024,intermediate storage
KJD_INFLATION,test_buisnessclass,,floss_s3,S3,a205218,16/02/2024,intermediate storage
KJD_INFLATION,test_buisnessclass2,,floss_s3,S3,a205218,16/02/2024,intermediate storage
KJD_INFLATION,test_ccsd_highlights,,floss_s3,S3,a205218,16/02/2024,intermediate storage
KJD_INFLATION,test_matchMatt,,floss_s3,S3,a205218,19/02/2024,intermediate storage
KJD_INFLATION,test_pivot,,floss_s3,S3,a205218,22/02/2024,intermediate storage
KJD_INFLATION,test_script_results,,floss_s3,S3,a205218,29/02/2024,intermediate storage
KJD_INFLATION,test2,,floss_s3,S3,a205218,16/02/2024,intermediate storage
KJD_INFLATION,test3,,floss_s3,S3,a205218,21/02/2024,intermediate storage
KJD_INFLATION,treatmentAvg,,floss_s3,S3,a205218,13/09/2023,intermediate storage
KJD_INFLATION,TreatmentAvgs_Inflation,,floss_s3,S3,a205218,08/09/2023,intermediate storage
KJD_INFLATION,YearlyAvgTC,,floss_s3,S3,a205218,15/09/2023,intermediate storage
KJD_INFLATION,Drugs_Level_1_Base_qtr,,,UploadedFiles,a205218,26/02/2024,#N/A
KJD_INFLATION,Drugs_Level_1_Qtr,,,FilesInFolder,a205218,26/02/2024,#N/A
KJD_INFLATION,Highlighted_CCSD_sev_freq,,,UploadedFiles,a205218,15/02/2024,#N/A
KJD_INFLATION,Hospital_BuisnessClass_Category_Level,,,UploadedFiles,a205218,16/02/2024,#N/A
KJD_INFLATION,hospital_CCSD_Movements,,,UploadedFiles,a205218,16/02/2024,#N/A
KJD_INFLATION,Hospital_Highlighted_CCSDs_Category_Level,,,UploadedFiles,a205218,16/02/2024,#N/A
KJD_INFLATION,Hospital_ServFreq,,,UploadedFiles,a205218,15/02/2024,#N/A
KJD_INFLATION,Level_1_Base,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_1_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_1_Base_qtr_consult,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_1_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_1_Qtr_Consult,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_2_Base,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_2_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_2_Base_qtr_consult,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_2_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_2_Qtr_Consult,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_3_Base,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_3_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_3_Base_qtr_consult,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_3_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_3_Qtr_Consult,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_4_Base,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_4_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_4_Base_qtr_consult,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_4_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_4_Qtr_Consult,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_5_Base,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_5_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_5_Base_qtr_consult,,,UploadedFiles,a205218,20/02/2024,#N/A
KJD_INFLATION,Level_5_CSSDs,,,FilesInFolder,a205218,22/02/2024,#N/A
KJD_INFLATION,Level_5_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_5_Qtr_Consult,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,Level_6_Base_qtr,,,UploadedFiles,a205218,27/02/2024,#N/A
KJD_INFLATION,Level_6_Qtr,,,FilesInFolder,a205218,27/02/2024,#N/A
KJD_INFLATION,PC_Level_1_Base_qtr,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_1_Qtr,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_2_Base_qtr,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_2_Qtr,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_3_Base_qtr,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_3_Qtr,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_4_Base_qtr,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_4_Qtr,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_5_Base_qtr,,,UploadedFiles,a205218,21/02/2024,#N/A
KJD_INFLATION,PC_Level_5_Qtr,,,FilesInFolder,a205218,21/02/2024,#N/A
KJD_INFLATION,SAStest1,,,UploadedFiles,a205218,04/03/2024,#N/A
KJD_INFLATION,Specialist_ServFreq,,,UploadedFiles,a205218,15/02/2024,#N/A
KJD_INFLATION,totals,,,UploadedFiles,a205218,29/02/2024,#N/A
KJD_INFLATION,Totals_sas_nodrugs,,,UploadedFiles,a205218,05/03/2024,#N/A
KJD_INFLATION,Yearly_lives,,,UploadedFiles,a205218,09/10/2023,#N/A
KNEE_COVERAGE_STATS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,21/06/2023,input data
KNEE_COVERAGE_STATS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,22/06/2023,input data
KNEE_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
KNEE_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
KNEE_COVERAGE_STATS,vw_acpm_thi_ntwrk_ins,vw_acpm_thi_ntwrk_ins,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
KNEE_COVERAGE_STATS,vw_acpm_thi_ntwrk_mem,vw_acpm_thi_ntwrk_mem,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
KNEE_COVERAGE_STATS,vw_acpm_thi_practitioner,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,23/06/2023,input data
KNEE_COVERAGE_STATS,vw_acpm_thi_ql_ratin_mapng,vw_acpm_thi_ql_ratin_mapng,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
KNEE_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
KNEE_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
KNEE_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,first_choice,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,no_choices,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,ntw_mem,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,pmi_ntw_claims,,floss_s3,S3,a200261,04/10/2023,intermediate storage
KNEE_COVERAGE_STATS,provider_usage,,floss_s3,S3,a200261,04/10/2023,intermediate storage
